Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Physical_Interaction,Study_Extracurricular
35.18178704690104,80.65837988038109,Low,Low,Yes,4.8395861812342424,82.39174491946738,High,No,1,Medium,High,Public,Negative,2.953433050664766,No,,Moderate,Male,78.68475009959248,,
27.139800915123907,65.12251729213638,High,Low,Yes,5.853893427596669,67.56357307427837,High,Yes,5,Low,Medium,Private,Positive,0.5664090503428953,No,,Moderate,Male,56.227762183301564,,
26.405681539318103,99.88714325752653,Low,High,Yes,4.060884427034463,62.807471572510266,High,Yes,1,Medium,Low,Private,Positive,0.28523687054403446,Yes,High School,Near,Female,79.20795590604234,,
33.654514154374475,78.58876215281842,High,Medium,No,5.004068363317493,63.436687550269376,High,No,5,Medium,High,Public,Negative,2.0662270988918703,No,College,Near,Male,80.70127614012335,,
19.897230656272612,83.12171092287196,Low,Low,No,8.032981770459939,66.9452532274924,Medium,No,1,Low,Low,Public,Positive,1.348510332067806,Yes,Postgraduate,Moderate,Female,94.462748736235,,
9.474575436304367,60.33796395042869,Low,Low,Yes,8.92548800628518,87.25928064890422,Low,No,0,Low,Low,Public,Neutral,4.0051702084265255,No,High School,Far,Male,50.04788081295089,,
13.526687584946037,66.60049549147651,Medium,Low,No,7.405246937038534,95.1189703427027,Low,No,1,Low,Medium,Public,Neutral,4.374774303835078,No,Postgraduate,Moderate,Female,84.42046070284012,,
33.349262716709674,71.37680756580812,High,High,Yes,4.9469291756095055,51.80916897500125,High,No,5,Low,Medium,Private,Neutral,2.653173503101014,No,Postgraduate,Moderate,Female,93.53695986199583,,
27.29280651764161,92.5166363977411,High,Low,No,5.557285835736638,73.69056762567156,High,Yes,3,Medium,High,Private,Positive,2.4104765362183818,Yes,College,Near,Female,89.24030535963038,,
33.271759548471394,64.07528875549286,High,Low,Yes,4.991850102607947,74.89766922672274,High,Yes,3,Low,Medium,Public,Neutral,1.465249500036352,No,High School,Far,Female,59.944052194025105,,
28.094636682275798,72.05203597814685,Low,High,No,6.809870673822401,83.6119107462496,High,No,3,Medium,High,Private,Neutral,0.09862601700421192,Yes,,Near,Female,56.28042316171211,,
13.444464654472261,88.81936379306356,Medium,Medium,Yes,7.283875375207364,92.27066747853883,Low,No,2,High,Low,Public,Positive,0.1323685452695711,No,,,Male,85.3673904619304,,
11.36446149216957,57.10990503939677,Low,High,Yes,7.486876168492002,94.5536614187913,Low,Yes,5,High,High,Private,Positive,3.7520082263920207,No,Postgraduate,,Female,60.699009225082335,,
16.760826182512496,70.19553337681086,High,Medium,No,7.829065376956382,68.22429980694835,Medium,No,5,High,,Public,Positive,4.20087092778387,Yes,High School,Near,Male,53.69422453806059,,
21.22636318594585,72.15319807142737,Low,High,Yes,4.539699378811916,51.83848730677751,Medium,No,0,Medium,High,Public,Negative,2.50427179904006,Yes,College,Moderate,Female,85.43228321208775,,
38.87841783532683,65.4635991908575,High,Medium,Yes,6.806946154725167,67.36082526908649,High,Yes,5,Low,Medium,Private,Positive,1.327496278586655,No,,Near,Male,52.464130087291046,,
7.07453152163744,61.43294204549812,Low,Medium,No,8.620532394449471,61.53007609229944,Low,No,4,High,,Private,Neutral,1.2622472038344468,Yes,College,,Male,68.92816471949965,,
17.365540569599773,99.54836931480258,Low,Low,Yes,7.078307896530813,77.18072289809894,Medium,No,4,Medium,Low,Private,Neutral,2.9779712586601006,No,,Moderate,Female,93.73153386926444,,
7.816182939012735,52.77670656263226,Medium,Medium,Yes,7.382897066537663,64.29731611785697,Low,Yes,1,Low,Medium,Private,Neutral,3.727732611361127,No,College,Near,Female,89.19528679170557,,
6.334647546449727,84.20104655061871,Low,Low,Yes,8.274181336340563,65.1816922435726,Low,Yes,3,Low,High,Private,Neutral,3.330178261995427,Yes,Postgraduate,Near,Female,73.07640856220974,,
14.95160797314168,68.7276948522462,Low,High,Yes,7.0214949368111075,54.60088145554659,Low,Yes,5,High,,Private,Neutral,2.736098694638951,Yes,Postgraduate,Near,Female,86.76029172763327,,
23.141379455964632,72.15405741912657,High,Medium,No,7.377418382175337,55.077218501308955,Medium,No,2,Low,High,Private,Positive,1.4127159775849636,No,Postgraduate,,Male,69.82502142592901,,
14.241711353580156,65.22173684984018,Low,Low,No,7.498117755309633,73.60028045020337,Low,Yes,2,High,,Private,Positive,4.448286609095441,No,High School,,Female,67.20543018802016,,
31.61827293007739,73.03357629681203,Medium,High,No,6.69860704047157,73.7588897628124,High,Yes,1,Low,Medium,Public,Negative,0.5843250342180761,No,College,Near,Female,81.96592076557023,,
30.652793734632226,89.98208873796449,High,High,Yes,4.524653744483987,76.46994056890114,High,Yes,1,Low,,Public,Negative,0.7730053512376522,No,Postgraduate,Moderate,Female,90.97447056389126,,
21.13913766636851,94.42401730410201,Medium,Low,No,8.154073166202721,51.40539424995077,Medium,No,0,High,High,Public,Neutral,4.910975253220067,Yes,,Near,Male,67.74752983824037,,
21.587300178183334,93.6342599563654,High,Low,Yes,6.4222900464028,94.2592642967262,High,No,3,High,Medium,Public,Positive,1.0303891674664412,No,High School,Moderate,Female,69.5749820157786,,
8.519458592284563,62.266534887858896,Low,Medium,No,7.630999613079313,61.84722054763178,Low,Yes,5,Low,High,Private,Neutral,1.859039697378027,No,Postgraduate,,Male,87.22319177848689,,
12.052851144084826,65.53396352006456,Low,Low,No,7.228833878430392,55.78467121356897,Low,Yes,1,Low,Medium,Private,Neutral,4.724071348295649,No,Postgraduate,Near,Female,86.22919084139993,,
17.54459498911708,70.49982127376491,Medium,Medium,No,7.615127859103771,59.23212999430339,Medium,Yes,0,High,High,Public,Positive,1.3824059590138464,Yes,College,Moderate,Female,63.38451953425883,,
33.26758279246228,70.43054930290721,Low,Medium,No,6.374668407758318,81.16799673066262,High,Yes,3,Low,High,Public,Negative,1.8878770703115206,No,College,Far,Female,74.22427211235352,,
11.41160683405746,69.82017604054732,Medium,High,Yes,7.737731120420239,96.5163371129097,Low,No,3,High,Low,Private,Positive,0.18425971451054568,Yes,,Far,Male,80.25508149836205,,
25.402824344810618,73.44942709717228,Medium,High,Yes,6.116386444288676,65.13189878229596,High,Yes,1,High,High,Private,Positive,0.013211799072185837,No,Postgraduate,Near,Male,78.01113071546304,,
19.79830953573964,61.18984505864094,Medium,High,Yes,8.676279369433148,88.58603358784933,Medium,No,0,High,Medium,Public,Negative,4.7781391804739295,Yes,,Moderate,Female,98.25351737148198,,
25.271984223578812,92.39977426779184,Low,Low,Yes,6.931434665439955,92.54824756588621,High,Yes,2,Medium,Medium,Public,Neutral,4.617678726884133,Yes,High School,Near,Male,83.2721864021839,,
15.009545694558236,95.54072299889532,High,Medium,No,8.576421234462464,53.17240314399754,Medium,No,2,Low,High,Public,Neutral,1.788138870786384,No,High School,,Male,59.479801362371035,,
21.87969259065777,85.00126508505802,High,High,Yes,5.151399189403641,76.91035988773145,Medium,No,1,High,Medium,Private,Neutral,2.6064890527824414,No,College,,Male,89.996635809537,,
5.950990979127191,82.74393363474593,High,High,Yes,8.581631603258137,95.95108299060718,Low,No,4,Medium,High,Public,Positive,3.093591484899441,No,Postgraduate,Near,Male,59.0191519499296,,
11.046905411206502,55.35900050879339,High,Low,No,8.118320387910622,58.2458404787236,Low,No,5,Medium,,Public,Negative,0.7595012172658483,No,Postgraduate,Moderate,Male,86.65193584252465,,
7.112863828406038,84.4902915113431,Low,High,No,7.6641151193690344,84.38842948211916,Low,No,1,Low,Low,Public,Neutral,1.922851615920168,No,Postgraduate,,Female,59.68624777772932,,
14.965881030269058,85.16930799265172,Low,Medium,No,7.06488995600351,61.943523402491834,Low,Yes,5,Medium,Low,Private,Negative,1.722680052088349,No,College,Far,Female,53.28847830848956,,
16.653747985771663,89.81262317001341,High,Medium,Yes,7.294477284216718,81.63384656576493,Medium,No,0,High,Low,Private,Neutral,4.312004040023568,Yes,College,Moderate,Female,88.09038888037271,,
22.915186436585895,97.47994582081387,Medium,High,No,7.595300608327371,58.809026161783116,Medium,Yes,5,Low,,Private,Neutral,3.5825825326908483,Yes,Postgraduate,Near,Male,95.98712673208107,,
35.865699239550864,76.44471821468863,Medium,Medium,Yes,6.160936882730296,63.959925947603686,High,Yes,4,Medium,High,Private,Neutral,2.1432251496675434,No,High School,Moderate,Male,96.12512012220442,,
38.56741034102892,67.31778687646455,Low,Low,Yes,4.496586979518114,91.29547214954623,High,No,3,Medium,Medium,Private,Positive,2.1984386016424997,No,College,Near,Female,79.00971798655613,,
18.219682072999248,93.5784121093344,Medium,High,Yes,7.2007918891321685,85.2651451055097,Medium,No,0,High,High,Private,Neutral,2.2183486062872704,Yes,High School,Near,Female,98.84016922598946,,
7.719001075668107,69.78588447599141,Low,Medium,Yes,8.120520300696832,79.28907633935005,Low,Yes,1,High,High,Private,Negative,2.017130433615222,No,,Near,Male,51.135432854553,,
7.3744213208755225,73.67215553492693,High,High,No,7.510183829916619,55.30930332437959,Low,Yes,2,Medium,Medium,Private,Neutral,1.729945105720208,Yes,High School,Near,Male,54.72681576985971,,
12.778333475725415,82.08863184377017,High,Low,No,7.567127941023035,56.60497789059147,Low,No,3,Low,Low,Public,Positive,0.8921367808061087,No,Postgraduate,Near,Female,68.76312349090081,,
7.069076911872455,74.45188428917012,Medium,High,Yes,8.46031773658897,95.09032427023098,Low,No,2,High,High,Private,Positive,3.5687424827690153,No,College,Moderate,Female,59.40552943389779,,
10.086391528041203,53.14931536023889,Medium,Medium,Yes,7.86483132568112,53.91512834980822,Low,No,4,Medium,Low,Public,Neutral,3.7796761329180955,No,College,Far,Female,70.58288507626801,,
8.823313326593981,65.78904488930641,Medium,High,No,8.915718212738561,91.77230539808912,Low,No,1,Low,Medium,Public,Negative,4.409971313501185,No,Postgraduate,Moderate,Female,58.46297507413173,,
21.54726192714619,96.33519200518336,Low,High,No,8.975439413855437,58.613600770536735,High,No,3,Medium,High,Public,Negative,1.9769826118837992,Yes,Postgraduate,Far,Male,86.32570947214255,,
6.998536334515152,57.045685907345586,Low,Medium,No,7.467885059642825,82.02003483087654,Low,No,0,Medium,Medium,Public,Negative,3.342420819981831,Yes,Postgraduate,Far,Male,58.428118901519156,,
8.513891391653598,84.59448124990428,Low,Medium,No,7.840180104416817,69.96219382396964,Low,No,5,Medium,High,Public,Neutral,0.39017052219044557,No,Postgraduate,Far,Female,78.21193259165186,,
15.201693632702069,65.74216235224043,Low,High,No,8.07148589150765,75.9218618950774,Medium,No,2,High,Medium,Private,Positive,0.2989580289714294,Yes,,Near,Female,62.113420088779066,,
26.835588669419487,87.87810919242995,Low,High,Yes,5.4120309329528595,72.08712081305569,High,No,3,Medium,Low,Public,Neutral,0.9059865916349946,No,Postgraduate,Near,Female,83.43133437157802,,
5.245280834152858,85.76860114051536,Medium,Low,No,7.602827551785675,93.73710656854368,Low,No,3,High,Medium,Private,Positive,3.9901495446244954,No,College,Moderate,Female,76.68023924333113,,
36.51957777059057,83.31039123152387,High,Low,Yes,5.576067202439637,93.95398669432677,High,No,5,Medium,Low,Private,Negative,4.052674245882482,No,High School,Near,Female,77.72090947740335,,
24.019757848161632,67.10054855518491,Medium,High,No,8.10950958420046,62.77889557080309,Medium,Yes,1,Low,Low,Public,Positive,2.5365954615838153,No,,,Female,96.83715894553282,,
19.800951719161688,75.74009463124055,Medium,Medium,Yes,8.693211670959567,69.68209009923251,Medium,No,0,Medium,Medium,Public,Neutral,0.4843903114628245,Yes,,Far,Female,95.88940880135861,,
9.82928450645985,84.77907427832318,Low,Low,No,7.587917277346855,82.17147851448166,Low,Yes,4,Medium,Low,Private,Neutral,4.733008672449445,Yes,College,Far,Female,63.88992185521883,,
29.510029386450714,90.1549748014373,Low,Medium,Yes,6.09180301945455,56.49040733887789,High,Yes,4,High,Low,Public,Negative,0.5561564389681151,Yes,College,,Female,98.92001272863912,,
19.886595593046103,99.92715053694675,Low,Medium,Yes,8.43302247657965,97.61994960699909,Medium,No,0,Low,,Public,Neutral,0.26926448896959887,Yes,,Near,Female,69.46087728029545,,
10.258243485092873,73.03156910785265,Medium,High,Yes,8.991799751245539,68.28878442529617,Low,Yes,5,Medium,Medium,Private,Neutral,2.000888317840287,Yes,,Moderate,Male,84.04516402318339,,
19.596653275901332,95.68299594064743,Low,Low,No,7.440735493288253,68.60732614164318,Medium,Yes,1,Low,High,Private,Negative,4.6256544504870485,Yes,College,Near,Female,91.05456076492186,,
20.468913172779633,84.58207727540436,High,Medium,Yes,5.940052875301411,85.87325616739568,High,Yes,1,Low,High,Private,Negative,1.1392027793154558,No,Postgraduate,Near,Male,82.29500002342601,,
28.11911315444997,65.00763141963478,Low,Medium,Yes,5.023290232630497,74.72804357354647,High,No,5,Medium,High,Public,Neutral,3.606072333017965,No,College,Far,Male,63.79256970152983,,
39.322288414568,62.0076435992522,Medium,High,Yes,6.896463014199355,66.45284013507494,High,Yes,5,High,Medium,Public,Negative,3.0412041040058515,Yes,Postgraduate,,Male,55.94077536660392,,
19.285886616221074,95.48311251733935,Low,High,Yes,7.278667931918244,66.57747109126146,Medium,No,3,High,,Private,Neutral,3.3969134383077755,Yes,College,Far,Male,69.57953667966575,,
10.46341711213011,52.15626981313423,Medium,High,No,8.266982118342026,89.68399799715317,Low,Yes,1,Low,,Private,Positive,2.1095804532626032,No,College,Far,Male,76.66778677724834,,
21.632012457922247,91.05747783711244,Medium,High,No,8.951003663282433,98.01823754014062,Medium,No,1,Low,High,Public,Negative,4.575546197194909,Yes,Postgraduate,,Female,77.03343216429886,,
32.375088561193216,86.61159480152502,High,Low,No,5.029388196104648,72.61365333513449,High,Yes,4,High,High,Private,Neutral,3.506344552555124,Yes,Postgraduate,Near,Male,69.90851350181987,,
8.501969238923454,75.38809213536527,Medium,High,No,8.25876411431221,54.57701106082983,Low,No,4,High,Low,Public,Negative,1.7396326114728755,Yes,,Moderate,Female,65.43710276805503,,
14.335154532259256,72.97870130751281,Low,High,No,7.378490536411885,82.17322026785817,Low,Yes,4,High,Medium,Private,Positive,2.9231778021782944,Yes,Postgraduate,Near,Male,56.474834192218154,,
7.45361583428736,88.55942521080989,High,Low,No,8.944208188127234,67.68771339622464,Low,No,3,High,,Private,Negative,2.0757378039702514,Yes,Postgraduate,Moderate,Female,93.01723265360604,,
8.737482950960311,52.881517036772934,Low,High,Yes,8.608271833527832,61.39329637638512,Low,Yes,5,Medium,High,Private,Negative,0.8935799009270085,Yes,,Far,Female,51.755862146900924,,
37.6675358813878,91.16744706222013,Medium,Low,No,6.558455259585994,64.52975431815517,High,Yes,1,High,Medium,Private,Neutral,1.8147787901310202,Yes,College,,Female,86.53482425730661,,
25.40251924861302,67.88160231942614,High,Low,Yes,6.904776066302626,91.2393810490046,High,Yes,4,Low,Medium,Public,Positive,3.7193117279953536,Yes,College,Near,Male,53.156041972238086,,
11.238601178150063,53.31628058367772,Low,Medium,Yes,8.589187455550539,93.33391461268627,Low,No,0,Low,,Public,Positive,2.5208160076070234,No,High School,Far,Male,94.86334952710156,,
36.59168315318924,61.250284000393876,Low,Medium,No,6.257612203912103,80.30101526401074,High,No,3,Low,High,Public,Negative,2.505737278656264,No,,Moderate,Female,91.97832735954063,,
6.259396516946447,63.71887120676095,Low,High,No,7.968433671476397,85.01436889514585,Low,Yes,5,Medium,,Private,Positive,2.87472914476984,Yes,,Far,Male,86.06738688973009,,
23.650966224625904,96.3502118959311,High,Low,No,8.855879794136463,69.55507605155069,Medium,No,5,High,,Public,Positive,2.567473320395313,No,,,Female,99.57336909418129,,
13.757490288036912,80.95825561302095,High,Low,No,7.671532382588747,77.79147817702611,Low,No,5,Low,Medium,Private,Neutral,3.4530587696250676,No,College,,Male,58.09921841733772,,
19.103801991461253,83.03888718776997,High,High,No,8.299729024589794,51.95198442013899,Medium,No,1,High,Medium,Private,Neutral,3.2407652057630942,No,Postgraduate,Moderate,Male,64.05438815523323,,
25.168829283550625,74.49184611085971,Medium,Medium,No,5.535117337938951,94.07386567078528,High,Yes,3,High,Medium,Private,Positive,1.8158620995039576,Yes,,Moderate,Male,92.00409333686697,,
19.103670612180025,83.41634057519803,High,High,Yes,8.633876094131221,81.26219813104913,Medium,Yes,4,Medium,Medium,Public,Positive,3.4970571093392318,No,Postgraduate,Far,Male,76.24731232920598,,
14.985234078505567,57.88140348202289,High,High,No,8.642565889142366,88.2678229177167,Low,Yes,5,Medium,Low,Private,Positive,3.096737810912738,Yes,High School,Far,Female,93.62433448858401,,
7.147280779737713,81.09840594273828,Low,Low,No,8.028693828643856,50.90764333837992,Low,Yes,4,Medium,Low,Public,Negative,1.6810291926994947,No,College,Near,Female,96.64712318023555,,
13.196173762272487,60.535986900904334,High,High,No,8.427248840340656,94.1164574062109,Low,No,0,Medium,Low,Private,Neutral,0.9807716582676856,Yes,Postgraduate,Moderate,Male,64.10349152279694,,
16.25577119899551,82.50054158054229,High,High,Yes,8.470027588347245,79.77498574384519,Medium,No,4,Medium,Medium,Private,Positive,4.854416760318791,Yes,,,Female,54.51986053670288,,
8.509954781925341,62.46308762162652,Medium,Low,No,8.293869875078578,92.12902753362597,Low,Yes,0,High,Low,Private,Positive,3.2185631842169,Yes,,,Female,93.51053901271963,,
22.685506980480834,63.798479765111274,Medium,Medium,No,7.4961052335599945,96.0275967632471,Medium,Yes,1,Medium,,Public,Neutral,2.9060037567385937,Yes,,Near,Female,53.86836102570275,,
18.46695656368994,87.78216127524487,Medium,High,No,7.0279866382054275,61.134750245210604,Medium,Yes,2,Medium,Medium,Public,Neutral,3.261934144016325,No,College,Moderate,Male,99.26403203475968,,
17.947825493919527,83.96141293267462,Low,Medium,Yes,7.782019655860699,54.83578487891393,Medium,Yes,5,Medium,,Public,Negative,0.38693125312280974,No,,Near,Male,84.42898898914737,,
29.32611765419815,87.3829619048157,High,High,Yes,5.2250231808464855,50.9259125949054,High,Yes,0,Medium,Medium,Private,Neutral,2.7075579236528746,No,Postgraduate,Near,Female,69.04874817531504,,
